COM COD,COURSE NO.,COURSE TITLE,CREDIT - L,CREDIT - P,CREDIT - U,SEC,INSTRUCTOR-IN-CHARGE/Instructor,ROOM,DAYS,HOURS,MID SEMESTER DATE & TIME,COMPRE DATE & SESSION
1603,HSS F222,LINGUISTICS,3,-,3,1,PRANESH BHARGAVA,J120,T Th,3,11/03 - 9.30 - 11.00AM,06/05 FN
,,,,,,,Pranesh Bhargava,J120,F,10,,
1627,HSS F235,INTRODUCTORYPHILOSOPHY,3,-,3,1,JAYESH A K,J206,M W F,8,16/03 - 11.00 - 12.30PM,18/05 AN
1903,HSS F237,CONTEMPORARY INDIANENGLISH FICTION,3,-,3,1,MAYA VINAI,J206,T Th,3,11/03 - 9.30 - 11.00AM,06/05 FN
,,,,,,,Maya Vinai,J206,F,10,,
2426,HSS F248,INTRODUCTION TODISABILITY STUDIES,3,-,3,1,SHILPAA ANAND,J119,T Th,3,11/03 - 9.30 - 11.00AM,06/05 FN
,,,,,,,Shilpaa Anand,J119,F,10,,
1643,HSS F316,POP LITER & CULT OF SASIA,3,-,3,1,MAYA VINAI,J206,M W F,3,12/03 - 4.00 - 5.30PM,09/05 AN
1645,HSS F317,INTRO TO GLOBALIZATION,3,-,3,1,SUCHISMITA SATPATHY,J107,M W F,8,16/03 - 11.00 - 12.30PM,18/05 AN
,,,,,,,,,,,,
1943,HSS F322,SOCIAL AND POLITICALECOLOGY,3,-,3,1,LAVANYA SURESH,J115,M W F,2,11/03 - 4.00 - 5.30PM,07/05 AN
1599,HSS F334,SRIMAD BHAGAVAD GITA,3,-,3,1,ARUNA LOLLA,J206,T Th,2,15/03 - 4.00 - 5.30PM,17/05 AN
,,,,,,2,Aruna Lolla,J206,M,10,,
1605,HSS F336,MODERN FICTION,3,-,3,1,VIJAY KUMAR T,J217,M W F,8,16/03 - 11.00 - 12.30PM,18/05 AN
1606,HSS F337,ENGLISH LITERARY FORMSAND MOVEMENTS,3,-,3,1,TONY SEBASTIAN,J214,M W F,2,11/03 - 4.00 - 5.30PM,07/05 AN
