COM COD,COURSE NO.,COURSE TITLE,CREDIT - L,CREDIT - P,CREDIT - U,SEC,INSTRUCTOR-IN-CHARGE/Instructor,ROOM,DAYS,HOURS,MID SEMESTER DATE & TIME,COMPRE DATE & SESSION
739,ME G631,ADVANCED HEATTRANSFER,3,2,5,1,SANTANU PRASAD DATTA,F203,T Th,5,12/03 - 9.30 - 11.00AM,08/05 FN
,,,,,,,Santanu Kumar Dash,F201,W,10,,
,,Practical,,,,,Joshua Kumar Saladi,LAB,Th,8 9,,
500,MEL G623,ADVANCED VLSI DESIGN,-,-,5,1,SURYA SHANKAR DAN,I213,T Th,4,11/03 - 9.30 - 11.00AM,06/05 FN
,,,,,,,Surya Shankar Dan,I213,M,10,,
,,Practical,,,,1,Surya Shankar Dan,I213,M F,2 3,,
,,,,,,,Soumi Saha,,,,,
,,,,,,2,Surya Shankar Dan,I213,W,2 3,,
,,,,,,,Soumi Saha,,,,,
,,,,,,,Surya Shankar Dan,I213,F,8 9,,
,,,,,,,Soumi Saha,,,,,
224,MEL G632,ANALOG IC DESIGN,3,2,5,1,PARIKSHIT PARSHURAM S,I222,M W F,5,12/03 - 9.30 - 11.00AM,08/05 FN
,,Practical,,,,,Parikshit Parshuram Sahatiy,I124,M W,7 8,,
,,,,,,,Anshul Awasthi,,,,,
484,MEL G641,CAD FOR IC DESIGN,3,2,5,1,S K CHATTERJEE,I213,T Th,5,14/03 - 2.00 - 3.30PM,14/05 FN
,,,,,,,S K Chatterjee,I213,F,10,,
,,Practical,,,,,S K Chatterjee,I124,M F,2 3,,
,,,,,,,TO BE ANNOUNCED,,,,,
817,MEL G642,VLSI ARCHITECTURE,2,2,4,1,S K SAHOO,G201,M W,4,13/03 - 4.00 - 5.30PM,10/05 FN
,,,,,,,Chetan Kumar V,,,,,
,,Practical,,,,,Ramyavani p,I124,T Th,9 10,,
1417,MF F418,LEAN MANUFACTURING,3,-,3,1,AMIT KUMAR GUPTA,G103,T Th,2,15/03 - 4.00 - 5.30PM,17/05 AN
,,,,,,,Amit Kumar Gupta,G103,M,10,,
1418,MF F421,SUPPLY CHAINMANAGEMENT,-,-,4,1,C P KIRAN,G102,T Th,4,14/03 - 2.00 - 3.30PM,15/05 FN
,,,,,,,C P Kiran,G102,Th,10,,
1884,MF F485,SUSTAINABLEMANUFACTURING,3,-,3,1,RAVI SHANKER VIDYARTH,G102,M W F,2,11/03 - 4.00 - 5.30PM,07/05 AN
1024,MGTS F211,PRINCIPLES OFMANAGEMENT,3,-,3,1,R RAGHUNATHAN,F106,M W F,4,13/03 - 11.00 - 12.30PM,11/05  FN
,,Tutorial,,,,,R Raghunathan,F106,W,1,,
2544,MGTS F311,MARKETING,3,-,3,1,SWATI ALOK,J218,M W F,3,12/03 - 4.00 - 5.30PM,09/05 AN
