COM COD,COURSE NO.,COURSE TITLE,CREDIT - L,CREDIT - P,CREDIT - U,SEC,INSTRUCTOR-IN-CHARGE/Instructor,ROOM,DAYS,HOURS,MID SEMESTER DATE & TIME,COMPRE DATE & SESSION
1449,ECON F341,PUBLIC FIN THEO & POLICY,3,-,3,1,MINI THOMAS,F207,T Th,5,14/03 - 9.30 - 11.00AM,13/05 FN
,,,,,,,Mini Thomas,F207,W,10,,
,,Tutorial,,,,,Mini Thomas,F207,T,8,,
1450,ECON F342,APPLIED ECONOMETRICS,3,-,3,1,RISHI KUMAR,G208,M W F,4,13/03 - 2.00 - 3.30PM,11/05 AN
,,Tutorial,,,,,Rishi Kumar,G208,Th,8,,
1451,ECON F343,ECONOMIC ANAL OF PUBPOL,3,-,3,1,DURGESH C PATHAK,F207,M W F,8,16/03 - 2.00 - 3.30PM,18/05 FN
,,Tutorial,,,,,Durgesh C Pathak,F207,T,7,,
2184,ECON F345,BEHAVIORAL ECONOMICS,3,-,3,1,DUSHYANT KUMAR,J220,M W F,3,12/03 - 4.00 - 5.30PM,09/05 AN
1565,ECON F354,DERIVATIVES & RISK MGMT,3,-,3,1,SHREYA BISWAS,F207,T Th,3,11/03 - 9.30 - 11.00AM,06/05 FN
,,,,,,,Shreya Biswas,F207,F,10,,
,,,,,,2,TO BE ANNOUNCED,F208,T Th,3,,
,,,,,,,TO BE ANNOUNCED,F208,F,10,,
1547,ECON F355,BUSS ANAL & VALUATION,3,-,3,1,SRAVANI BHARANDEV,F208,M W F,3,12/03 - 4.00 - 5.30PM,09/05 AN
1684,ECON F366,LABORATORY PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1741,ECON F367,LABORATORY PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1690,ECON F376,DESIGN PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
1757,ECON F377,DESIGN PROJECT,-,-,3,1,ARCHANA SRIVASTAVA,,,,,
