COM COD,COURSE NO.,COURSE TITLE,CREDIT - L,CREDIT - P,CREDIT - U,SEC,INSTRUCTOR-IN-CHARGE/Instructor,ROOM,DAYS,HOURS,MID SEMESTER DATE & TIME,COMPRE DATE & SESSION
547,BITS G513,STUDY IN ADVANCED TOPICS,-,-,5,1,ALIVELU MANGA PARIMI,,,,,
2636,BITS G527,DATA SCIENCES II,-,-,5,1,ANEESH SREEVALLABH C,F101,M W F,8,12/03 - 9.30 - 11.00AM,08/05 FN
754,BITS G529,RESEARCH PROJECT I,-,-,6,1,ALIVELU MANGA PARIMI,,,,,
755,BITS G539,RESEARCH PROJECT II,-,-,6,1,ALIVELU MANGA PARIMI,,,,,
2003,BITS G540,RESEARCH PRACTICE,-,-,4,1,ALIVELU MANGA PARIMI,,,,,
2165,BITS G563T,DISSERTATION,-,-,16,1,ALIVELU MANGA PARIMI,,,,,
756,BITS G629T,DISSERTATION,-,-,16,1,ALIVELU MANGA PARIMI,,,,,
809,BITS G639,PRACTICE SCHOOL,-,-,20,1,S S DESHMUKH,,,,,
757,BITS G649,READING COURSE,-,-,5,1,ALIVELU MANGA PARIMI,,,,,
2167,BITS G661,RESEARCH METHODOLOGY I,-,-,5,1,KARTHIK CHETAN,F204,M W F,5,13/03 - 4.00 - 5.30PM,10/05 FN
